Fid,Gender,Age,Digital_Material,Author,Latitude,Longitude,Used_Device,Education_Level,Label
173.222.150.38-10.42.0.211-443-37092-6,Male,19,Misty of Chincoteague,Marguerite Henry,39.97902826,-76.7888764,Mobile,College,0
10.42.0.211-10.42.0.1-3579-53-17,Female,17,Diary of a Wimpy Kid: The Last Straw,Jeff Kinney,45.45936928,-122.8375456,Mobile,School,0
180.149.134.142-10.42.0.211-80-32768-6,Male,21,King Solomon's Mines,H. Rider Haggard,44.0549874,-121.3651931,Computer,University,1
10.42.0.211-103.235.46.211-56421-443-6,Male,21,The Princess of Cleves,Madame de (Marie-Madeleine Pioche de La Vergne) La Fayett,44.03446348,-121.295079,Computer,University,1
10.42.0.151-10.42.0.1-57068-53-17,Female,17,Jacob Have I Loved,Katherine Paterson,44.30828038,-120.8243216,Mobile,School,0
10.42.0.211-10.42.0.1-61816-53-17,Male,21,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,44.9156948,-123.3270738,Mobile,University,1
172.217.7.10-10.42.0.211-443-53944-6,Female,17,Misery,Stephen King,40.7200271,-111.9731374,Computer,School,0
172.217.10.10-10.42.0.151-443-35139-6,Male,21,The Cider House Rules,John Irving,44.75757547,-122.4871694,Mobile,University,1
10.42.0.211-38.69.238.10-55071-80-6,Male,21,King of the Wind,Marguerite Henry,45.92186849,-118.3775424,Mobile,University,0
10.42.0.1-10.42.0.42-53-26342-17,Male,17,The Once and Future King,T. H. White,41.71105209,-111.9703901,Mobile,School,1
10.42.0.211-10.42.0.1-46904-53-17,Female,21,The Witches,Roald Dahl,40.48500283,-112.0043339,Mobile,University,0
172.217.12.195-10.42.0.42-443-40875-17,Male,21,The Subtle Knife,Philip Pullman,41.96218693,-72.57682523,Mobile,University,0
180.149.134.221-10.42.0.42-80-47737-6,Female,17,When You Reach Me,Rebecca Stead,28.83061616,-97.85375437,Tab,School,0
202.77.129.161-10.42.0.42-80-43105-6,Female,19,Carrie,Stephen King,41.17934266,-73.13954052,Mobile,College,0
172.217.12.174-10.42.0.42-443-44726-6,Male,19,The Moon and Sixpence,W. Somerset Maugham,38.96043164,-77.03156608,Mobile,College,0
10.42.0.211-52.85.101.68-41900-443-6,Male,21,The Higher Power of Lucky,Susan Patron,38.88411149,-77.01955275,Mobile,University,1
10.42.0.42-14.17.42.57-54296-80-6,Male,21,"Looking Backward, 2000-1887",Edward Bellamy,26.24501124,-80.19611517,Mobile,University,1
174.35.73.168-10.42.0.42-80-52013-6,Female,21,The Wings of the Dove,Henry James,39.10880212,-113.9525301,Mobile,University,0
10.42.0.211-10.42.0.1-57157-53-17,Male,21,The Summer of the Swans,Betsy Cromer Byars,26.14945628,-80.1728035,Mobile,University,0
202.77.129.150-10.42.0.211-80-57108-6,Female,17,Dangerous Liaisons,Choderlos de Laclos,41.14706912,-111.7544678,Mobile,School,0
10.42.0.211-31.13.71.36-52352-443-6,Male,17,Jurassic Park,Michael Crichton,40.5304315,-112.349028,Mobile,School,1
175.100.207.232-10.42.0.151-80-40339-6,Male,17,The Absolutely True Diary of a Part-time Indian,Sherman Alexie,26.05571921,-80.42505785,Mobile,School,1
10.42.0.42-31.13.80.12-45203-443-6,Male,19,The Grey King,Susan Cooper,41.57243578,-72.91796548,Mobile,College,1
10.42.0.211-10.42.0.1-5021-53-17,Male,19,The Leopard,Giuseppe Tomasi di Lampedusa,45.66630706,-118.7992617,Mobile,College,1
175.100.207.231-10.42.0.151-80-43448-6,Female,17,The Mammoth Hunters,Jean M. Auel,35.41659112,-97.51225457,Mobile,School,1
208.80.154.224-10.42.0.151-443-48304-6,Female,21,The Trumpet of the Swan,E.B. White,18.40836423,-66.21384818,Mobile,University,0
10.42.0.42-66.198.24.250-38543-443-6,Female,21,The Lucky One,Nicholas Sparks,34.50473661,-98.97969858,Computer,University,1
10.42.0.211-10.42.0.1-22181-53-17,Male,19,These Happy Golden Years,Laura Ingalls Wilder,35.24982894,-96.94459047,Mobile,College,0
198.11.132.221-10.42.0.211-443-58785-6,Female,21,Arrowsmith,Sinclair Lewis,35.25033769,-96.94466563,Mobile,University,0
205.185.216.42-10.42.0.151-80-41144-6,Male,19,Julie of the Wolves,Jean Craighead George,35.71773864,-94.75135836,Mobile,College,0
10.42.0.211-104.192.110.245-58910-80-6,Female,17,The Screwtape Letters,C.S. Lewis,35.50377458,-98.98395366,Mobile,School,1
10.42.0.211-10.42.0.1-54582-53-17,Male,21,The Fall,Albert Camus,35.98277426,-96.76828247,Mobile,University,0
10.42.0.211-103.235.46.211-49081-443-6,Female,17,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,35.65585415,-97.53320494,Mobile,School,1
10.42.0.211-10.42.0.1-32398-53-17,Female,17,Worst Case,James Patterson,35.71009056,-97.47380412,Mobile,School,0
10.42.0.211-52.84.134.157-46423-443-6,Female,21,Lost Horizon,James Hilton,43.56619818,-116.1129694,Computer,University,1
10.42.0.151-31.13.71.37-45380-443-6,Female,17,The Gunslinger,Stephen King,35.30434553,-97.44247801,Mobile,School,0
222.73.28.96-10.42.0.42-80-56163-6,Female,17,The Slave Dancer,Paula Fox,35.32783758,-97.54944861,Mobile,School,1
175.100.207.232-10.42.0.211-443-44534-6,Female,21,Harry Potter and the Half-Blood Prince,J.K. Rowling,39.91846405,-83.81522696,Mobile,University,1
239.255.255.250-10.42.0.1-1900-50220-17,Female,21,Inkheart,Cornelia Funke,41.4488784,-81.55288963,Mobile,University,0
10.42.0.211-103.235.46.211-59391-443-6,Female,21,Ramona and her Father,Beverly Cleary,41.52892839,-81.62598013,Mobile,University,1
172.217.12.142-10.42.0.211-443-58455-6,Male,19,Inkspell,Cornelia Funke,39.95782619,-83.01571432,Computer,College,0
180.149.136.194-10.42.0.211-443-32927-6,Male,19,Ramona the Pest,Beverly Cleary,39.9551175,-83.09101508,Mobile,College,0
10.42.0.151-36.110.213.49-46804-443-6,Female,17,Walk Two Moons,Sharon Creech,38.42668524,-82.57816713,Mobile,School,1
239.255.255.250-10.42.0.151-1900-55233-17,Male,21,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,32.9737552,-96.70547993,Mobile,University,1
180.149.138.210-10.42.0.211-80-52068-6,Female,21,The Chocolate War,Robert Cormier,26.32808026,-98.15000513,Mobile,University,0
10.42.0.42-104.237.191.1-37068-443-6,Female,17,Sophie's Choice,William Styron,41.44705171,-81.79159458,Mobile,School,1
10.42.0.211-10.42.0.1-33643-53-17,Male,17,Looking for Alaska,John Green,41.64271484,-81.06364712,Mobile,School,0
10.42.0.211-10.42.0.1-13102-53-17,Female,17,Breakfast at Tiffany's,Truman Capote,39.75549651,-84.04557747,Mobile,School,1
10.42.0.1-10.42.0.42-53-43012-17,Male,21,The Razor's Edge,W. Somerset Maugham,40.59962818,-81.40377058,Mobile,University,0
10.42.0.151-121.12.98.78-58829-80-6,Female,19,Dreamcatcher,Stephen King,27.90317462,-97.14821299,Mobile,College,1
203.205.147.229-10.42.0.151-80-56212-6,Male,21,Orlando,Virginia Woolf,29.6842289,-95.41683717,Mobile,University,0
202.77.129.150-10.42.0.211-80-35282-6,Male,21,The Things they Carried,Tim O'Brien,41.53520837,-87.32466129,Mobile,University,0
239.255.255.250-10.42.0.1-1900-34027-17,Male,17,Little Town on the Prairie,Laura Ingalls Wilder,40.08570882,-82.8123896,Mobile,School,0
10.42.0.151-10.42.0.1-42494-53-17,Female,21,Nights in Rodanthe,Nicholas Sparks,39.28645245,-84.41413173,Mobile,University,0
10.42.0.211-106.11.15.99-43307-443-6,Male,21,The Amber Spyglass,Philip Pullman,40.37610728,-82.47510987,Mobile,University,0
10.42.0.211-104.208.156.39-41901-443-6,Female,17,The Miraculous Journey of Edward Tulane,Kate DiCamillo,41.05444517,-83.66598667,Mobile,School,1
172.217.10.142-10.42.0.211-443-35739-6,Male,17,Flatland,Edwin A. Abbott,40.90135167,-73.8541669,Mobile,School,1
10.42.0.151-10.42.0.1-3540-53-17,Male,17,Diary of a Wimpy Kid,Jeff Kinney,40.8436678,-73.86530525,Mobile,School,0
10.42.0.211-104.193.88.109-42060-80-6,Male,21,The Memory Keeper's Daughter,Kim Edwards,40.79053113,-73.88292248,Mobile,University,0
10.42.0.42-37.1.204.175-37695-80-6,Male,17,The Wedding,Nicholas Sparks,40.70878207,-73.79836306,Mobile,School,0
198.105.244.11-10.42.0.42-80-45685-6,Female,17,Fried Green Tomatoes at the Whistle-Stop Cafe,Fannie Flagg,39.44447445,-87.37590377,Mobile,School,1
172.217.10.142-10.42.0.151-443-51241-6,Male,17,The Cricket in Times Square,George Selden,38.7855997,-89.92712184,Computer,School,1
172.217.10.227-10.42.0.151-80-58210-6,Male,21,The Phantom Tollbooth,Norton Juster,41.86476364,-87.98219825,Computer,University,1
169.45.248.107-10.42.0.211-443-36830-6,Female,21,Rob Roy,Walter Scott,41.49818476,-87.66231957,Mobile,University,1
10.42.0.42-85.93.5.109-49057-80-6,Male,21,The Death of Ivan Ilych,Leo Tolstoy,29.47600887,-95.47160551,Mobile,University,1
216.58.219.202-10.42.0.211-443-53738-6,Female,19,Alex Cross's Trial,James Patterson,32.77074984,-96.86807889,Computer,College,0
10.42.0.42-62.138.0.117-51520-80-6,Female,19,Kenilworth,Walter Scott,41.04682139,-73.96896268,Mobile,College,1
172.217.6.234-10.42.0.151-443-41692-6,Female,21,The Life and Opinions of Tristram Shandy,Laurence Sterne,40.86439503,-73.83637073,Mobile,University,0
172.217.12.131-10.42.0.151-443-50752-6,Female,17,The Remains of theDay,Kazuo Ishiguro,42.09624096,-76.80410597,Computer,School,0
10.42.0.211-123.125.29.138-55149-443-6,Female,17,"M.C. Higgins, The Great",Virginia Hamilton,42.93390684,-78.80272072,Mobile,School,0
216.58.212.131-10.42.0.42-443-48366-6,Female,17,Call It Courage,Armstrong Sperry,40.80893955,-73.92182976,Mobile,School,1
10.42.0.211-64.71.142.110-42630-80-6,Male,17,Go Set a Watchman,Harper Lee,40.69235734,-73.98684614,Mobile,School,0
172.217.12.142-10.42.0.211-443-38923-6,Female,19,Bleachers,John Grisham,41.97697564,-72.59525648,Mobile,College,1
10.42.0.211-10.42.0.1-44069-53-17,Male,17,Elijah of Buxton,Christopher Paul Curtis,30.36877611,-94.31787602,Computer,School,0
10.42.0.151-10.42.0.1-32817-53-17,Male,17,Swimsuit,James Patterson,40.6747679,-73.78317658,Computer,School,1
10.42.0.1-10.42.0.42-53-24081-17,Female,17,Cat's Cradle,Kurt Vonnegut,40.8131238,-73.91943279,Mobile,School,0
10.42.0.211-66.102.255.61-55887-443-6,Male,17,The Caine Mutiny,Herman Wouk,30.61837136,-97.65649838,Mobile,School,1
10.42.0.211-64.71.142.110-51365-443-6,Female,21,The Heart of the Matter,Graham Greene,26.17491869,-98.23464378,Mobile,University,1
10.42.0.211-31.13.80.12-45964-443-6,Male,21,"Harriet, the Spy",Louise Fitzhugh,40.85384331,-73.91156039,Computer,University,0
10.42.0.151-10.42.0.1-1932-53-17,Female,17,Darkness at Noon,Arthur Koestler,42.75322579,-73.81868159,Mobile,School,1
10.42.0.211-98.139.180.149-58559-443-6,Female,21,A Prayer for Owen Meany,John Irving,42.25564799,-73.7954459,Mobile,University,0
10.42.0.1-10.42.0.42-53-25923-17,Female,21,The God of Small Things,Arundhati Roy,41.68513154,-72.85183108,Mobile,University,0
172.217.3.99-10.42.0.151-443-33302-6,Female,21,The Associate,John Grisham,42.80147217,-77.81610748,Mobile,University,1
10.42.0.151-52.84.134.181-54925-443-6,Female,17,The Shack,William P. Young,41.08897415,-74.00136587,Mobile,School,1
172.217.9.225-10.42.0.211-443-35189-6,Male,19,The Naked and the Dead,Norman Mailer,43.15861108,-77.56343237,Mobile,College,0
205.185.216.10-10.42.0.211-80-40657-6,Female,17,The Sea of Monsters,Rick Riordan,36.17283046,-115.0866345,Mobile,School,1
172.217.9.234-10.42.0.211-443-55205-6,Female,17,Stranger in a Strange Land,Robert A. Heinlein,36.19621417,-115.1545082,Tab,School,0
10.42.0.1-10.42.0.42-53-49143-17,Male,17,Vision in White,Nora Roberts,40.64083207,-116.9457503,Mobile,School,1
172.217.6.202-10.42.0.42-443-40057-6,Male,21,The Whipping Boy,Sid Fleischman,39.52547578,-119.8233163,Mobile,University,0
192.229.173.173-10.42.0.211-80-39746-6,Male,17,Room,Emma Donoghue,32.30719815,-106.7763062,Mobile,School,1
172.217.6.238-10.42.0.151-443-39200-6,Female,17,Deception Point,Dan Brown,29.69312742,-98.70952711,Mobile,School,0
10.42.0.151-104.193.88.109-48423-80-6,Male,19,Gulliver's Travels,Jonathan Swift,35.62458722,-106.0099998,Mobile,College,0
182.22.25.124-10.42.0.151-443-56812-6,Male,21,The Pilgrim's Progress,John Bunyan,30.61829008,-97.65627511,Computer,University,0
10.42.0.211-52.84.134.65-41283-443-6,Male,17,A Christmas Carol,Charles Dickens,33.81667782,-102.5575735,Mobile,School,0
10.42.0.211-10.42.0.1-12505-53-17,Male,17,David Copperfield,Charles Dickens,35.90798037,-109.0259955,Mobile,School,0
180.149.153.234-10.42.0.42-80-44213-6,Male,19,A Tale of Two Cities,Charles Dickens,36.74675984,-108.3807497,Mobile,College,1
10.42.0.211-72.247.70.190-47904-80-6,Male,17,Little Women,Louisa May Alcott,36.66396164,-84.43882795,Mobile,School,1
172.217.10.14-10.42.0.151-443-45131-6,Male,21,Great Expectations,Charles Dickens,38.67289656,-84.3386154,Mobile,University,0
10.42.0.151-31.13.65.7-45501-443-6,Female,17,"The Hobbit, or, There and Back Again",J.R.R. Tolkien,41.57863996,-87.83912416,Mobile,School,0
10.42.0.211-10.42.0.1-55094-53-17,Male,17,"Frankenstein, or, the Modern Prometheus",Mary Shelley,38.14115508,-97.4287429,Mobile,School,0
172.217.3.106-10.42.0.211-443-38058-6,Male,21,Oliver Twist,Charles Dickens,32.68716122,-93.96036726,Tab,University,1
10.42.0.211-104.97.95.172-39568-80-6,Male,19,Uncle Tom's Cabin,Harriet Beecher Stowe,37.47756249,-100.8486713,Mobile,College,1
172.217.6.227-10.42.0.211-443-55402-6,Female,17,Crime and Punishment,Fyodor Dostoyevsky,38.42547831,-83.12394694,Computer,School,1
10.42.0.211-106.39.162.36-39573-80-6,Male,17,Madame Bovary: Patterns of Provincial life,Gustave Flaubert,38.04638521,-84.52537082,Mobile,School,1
10.42.0.211-66.102.255.40-51871-443-6,Male,17,The Return of the King,J.R.R. Tolkien,35.32712704,-106.5782895,Mobile,School,1
10.42.0.211-104.97.95.172-34800-80-6,Male,19,The Appeal,John Grisham,26.7609711,-81.43785509,Mobile,College,0
10.42.0.211-104.192.110.245-53532-80-6,Male,17,Dombey And Son,Charles Dickens,29.47338516,-81.24829604,Mobile,School,1
10.42.0.151-52.84.134.181-50524-443-6,Male,17,Slaughterhouse-Five,Kurt Vonnegut,30.10542175,-85.19983169,Mobile,School,0
10.42.0.211-54.192.36.192-42888-443-6,Male,17,An American Tragedy,Theodore Dreiser,30.77624,-85.22714559,Mobile,School,0
172.217.10.66-10.42.0.211-443-51200-6,Female,19,The Bluest Eye,Toni Morrison,32.52244639,-93.73656788,Mobile,College,0
182.254.5.234-10.42.0.211-80-56928-6,Female,19,Pippi Longstocking,Astrid Lindgren,28.44227737,-81.5644873,Mobile,College,1
192.229.163.180-10.42.0.151-443-39465-6,Male,21,Germinal,mile Zola,28.54371365,-81.58659423,Mobile,University,0
10.42.0.211-115.239.210.141-41075-80-6,Male,19,The Heart Is a Lonely Hunter,Carson McCullers,26.64825754,-80.05803438,Mobile,College,1
10.42.0.151-31.13.71.3-41568-443-6,Male,21,The Woman In White,Wilkie Collins,29.28960167,-97.1423932,Mobile,University,0
10.42.0.151-66.198.24.243-38565-80-6,Female,21,"Absalom, Absalom!",William Faulkner,26.73096616,-80.06738478,Mobile,University,1
10.42.0.211-10.42.0.1-45620-53-17,Male,21,A Painted House,John Grisham,28.42008876,-82.54964719,Mobile,University,0
220.243.219.55-10.42.0.211-80-54776-6,Male,17,The Girl With the Dragon Tattoo,Stieg Larsson,31.66933459,-100.7201991,Mobile,School,1
10.42.0.151-10.42.0.1-20292-53-17,Male,21,A Room With a View,E.M. Forster,45.09625942,-93.39705477,Mobile,University,1
10.42.0.151-10.42.0.1-46430-53-17,Male,17,Watership Down,Richard Adams,40.38711856,-74.92035986,Mobile,School,0
192.229.173.173-10.42.0.211-443-44786-6,Male,17,Memoirs of a Geisha,Arthur Golden,41.09958704,-111.9668944,Mobile,School,1
10.42.0.211-23.203.49.224-38004-443-6,Male,21,Our Mutual Friend,Charles Dickens,40.63342957,-74.40435844,Mobile,University,0
10.42.0.211-10.42.0.1-25773-53-17,Female,17,Babbitt,Sinclair Lewis,39.39022383,-74.52533469,Mobile,School,0
10.42.0.211-72.21.206.141-53419-443-6,Female,17,The Red Pony,John Steinbeck,40.71596497,-74.08534587,Mobile,School,1
10.42.0.211-10.42.0.1-24415-53-17,Female,19,All the King's Men,Robert Penn Warren,40.56277121,-74.53316777,Computer,College,1
10.42.0.211-10.42.0.1-18163-53-17,Female,21,Things Fall Apart,Chinua Achebe,44.03373052,-92.65647778,Mobile,University,0
222.73.28.96-10.42.0.211-80-41491-6,Female,17,Lorna Doone,R.D. Blackmore,40.56420731,-74.53663538,Mobile,School,1
10.42.0.42-123.125.115.164-53673-443-6,Female,17,Johnny Tremain,Esther Forbes,39.92527039,-75.10635276,Mobile,School,0
10.42.0.211-10.42.0.1-26726-53-17,Male,19,Anne of Avonlea,L.M. Montgomery,39.9509595,-75.11660263,Mobile,College,1
10.42.0.151-106.39.169.66-43568-80-6,Male,21,Tuck Everlasting,Natalie Babbitt,40.62239263,-74.43875058,Computer,University,0
10.42.0.211-10.42.0.1-58534-53-17,Male,17,The BFG,Roald Dahl,38.93467848,-114.0356878,Mobile,School,1
172.217.11.46-10.42.0.151-443-60415-6,Female,19,Cannery Row,John Steinbeck,40.9420102,-98.36525086,Mobile,College,0
10.42.0.211-119.146.74.34-59536-80-6,Male,17,The Joy Luck Club,Amy Tan,45.76701084,-122.5446928,Mobile,School,0
211.236.244.151-10.42.0.211-80-34466-6,Male,17,The Silmarillion,J.R.R. Tolkien,40.45155962,-99.38741279,Mobile,School,0
183.79.17.108-10.42.0.151-443-60433-6,Male,21,Roots,Alex Haley,40.81616786,-96.6017184,Mobile,University,0
10.42.0.151-119.146.74.49-36548-443-6,Female,17,Little House on the Prairie,Laura Ingalls Wilder,41.15525198,-96.10654429,Mobile,School,0
10.42.0.151-10.42.0.1-24054-53-17,Male,17,Native Son,Richard Wright,47.88017902,-97.075161,Mobile,School,1
10.42.0.1-10.42.0.42-53-58327-17,Male,17,Stuart Little,E.B. White,48.22086248,-101.2072886,Mobile,School,1
172.217.7.195-10.42.0.42-443-34789-6,Male,21,Cross Fire,James Patterson,48.54114055,-109.699131,Mobile,University,0
182.22.25.124-10.42.0.151-443-56817-6,Female,17,The Power and the Glory,Graham Greene,36.27611761,-76.21176431,Mobile,School,0
10.42.0.1-10.42.0.42-53-58204-17,Female,17,A Clockwork Orange,Anthony Burgess,35.91406442,-78.8928531,Computer,School,0
172.217.10.42-10.42.0.151-443-36345-6,Female,21,The Phantom of the Opera,Gaston Leroux,35.43860087,-80.72807807,Mobile,University,1
10.42.0.211-123.125.115.164-40825-443-6,Female,21,The Martian Chronicles,Ray Bradbury,36.1231435,-78.67465998,Mobile,University,1
151.101.45.140-10.42.0.151-443-56189-6,Male,21,The Road,Cormac McCarthy,41.81154552,-88.21085572,Mobile,University,1
222.73.28.96-10.42.0.211-80-49077-6,Male,21,The Way of All Flesh,Samuel Butler,35.19513283,-80.78374639,Mobile,University,1
10.42.0.211-23.50.64.177-58624-443-6,Female,19,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,35.73762372,-78.61994866,Mobile,College,1
222.73.28.96-10.42.0.42-80-43487-6,Male,17,Villette,Charlotte Bront‰,35.36086582,-80.76104354,Mobile,School,0
10.42.0.211-10.42.0.1-1901-53-17,Female,17,The Curious Incident of the Dog In the Night-Time,Mark Haddon,35.78070955,-78.92162663,Computer,School,1
10.42.0.211-104.193.88.109-57986-80-6,Male,17,The Mysterious Island,Jules Verne,44.44032991,-69.52669336,Mobile,School,0
10.42.0.211-10.42.0.1-59776-53-17,Male,21,Song of Solomon,Toni Morrison,42.05087027,-70.67892727,Mobile,University,0
169.53.71.250-10.42.0.42-5222-45721-6,Male,21,Nana,mile Zola,28.8680666,-81.2640321,Mobile,University,0
10.42.0.211-10.42.0.1-3332-53-17,Male,17,Quo Vadis,Henryk Sienkiewicz,33.69905694,-84.48868103,Mobile,School,1
10.42.0.211-74.125.22.188-56675-5228-6,Male,21,Main Street,Sinclair Lewis,34.1182314,-83.21236304,Mobile,University,0
172.217.12.174-10.42.0.42-443-52312-6,Male,21,Matilda,Roald Dahl,30.86878363,-83.24555095,Mobile,University,1
10.42.0.151-74.119.118.85-54381-443-6,Female,19,Lolita,Vladimir Vladimirovich Nabokov,42.67578432,-72.69669304,Mobile,College,0
10.42.0.211-123.125.115.164-40824-443-6,Female,21,Paper Towns,John Green,43.12576978,-71.00777689,Computer,University,1
10.42.0.211-112.80.248.187-54890-80-6,Female,17,Sounder,William H. Armstrong,41.86720156,-84.0203322,Computer,School,0
10.42.0.1-10.42.0.42-53-35050-17,Female,19,"Are You There God? It's Me, Margaret",Judy Blume,44.26698479,-69.79991986,Mobile,College,1
10.42.0.151-10.42.0.1-54305-53-17,Female,17,The Notebook,Nicholas Sparks,32.85832554,-83.59992131,Mobile,School,1
10.42.0.211-10.42.0.1-8913-53-17,Male,17,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,32.78218357,-83.69024738,Computer,School,0
174.35.73.199-10.42.0.211-443-54745-6,Female,17,Atlas Shrugged,Ayn Rand,31.87884115,-81.25206562,Tab,School,1
10.42.0.151-10.42.0.1-52918-53-17,Female,17,The Fountainhead,Ayn Rand,35.79964744,-105.9723444,Mobile,School,0
151.101.0.166-10.42.0.42-443-53509-6,Female,17,Number the Stars,Lois Lowry,32.06304049,-81.05715724,Computer,School,0
151.101.1.140-10.42.0.151-443-54106-6,Male,17,The Firm,John Grisham,33.74766647,-84.24586951,Mobile,School,1
192.229.163.180-10.42.0.151-443-58367-6,Male,17,Swann's Way,Marcel Proust,33.67663324,-84.47371242,Mobile,School,1
209.85.201.113-10.42.0.151-443-59879-6,Male,21,Ender's Game,Orson Scott Card,35.52459397,-109.8546904,Mobile,University,0
10.42.0.211-10.42.0.1-8340-53-17,Male,19,The Name of the Rose,Umberto Eco,33.67651516,-84.47369887,Mobile,College,1
172.217.3.106-10.42.0.211-443-32961-6,Female,17,A Time to Kill,John Grisham,33.96186779,-83.96950027,Computer,School,0
172.217.12.170-10.42.0.211-443-35100-6,Male,17,Water for Elephants,Sara Gruen,44.89048476,-87.28988313,Computer,School,1
180.149.134.221-10.42.0.42-80-39754-6,Female,19,The Time Machine,H.G. Wells,33.89543629,-84.2161044,Mobile,College,0
10.42.0.211-10.42.0.1-12555-53-17,Male,17,Eragon,Christopher Paolini,33.95550045,-84.03474478,Mobile,School,1
209.10.120.26-10.42.0.211-80-49241-6,Male,21,The Hitchhiker's Guide to the Galaxy,Douglas Adams,44.89029821,-87.28943931,Mobile,University,0
10.42.0.211-123.125.29.138-53036-80-6,Male,21,Buddenbrooks,Thomas Mann,40.28544949,-75.37904257,Mobile,University,0
163.177.151.166-10.42.0.211-443-35418-6,Male,17,A Thousand Splendid Suns,Khaled Hosseini,18.13943963,-65.82306762,Mobile,School,0
172.217.6.196-10.42.0.211-443-45333-6,Female,17,The Witch of Blackbird Pond,Elizabeth George Speare,18.31857121,-66.09371526,Mobile,School,0
172.217.11.14-10.42.0.151-443-39085-6,Male,17,And Then There Were None,Agatha Christie,18.40993224,-66.32483399,Mobile,School,0
10.42.0.211-123.125.115.190-32878-80-6,Male,21,A Separate Peace,John Knowles,33.45101517,-84.13607597,Mobile,University,1
10.42.0.211-69.147.64.34-40686-443-6,Female,19,Breaking Dawn,Stephenie Meyer,33.47202382,-82.00357375,Tab,College,1
10.42.0.151-31.13.71.37-52320-443-6,Male,21,As I Lay Dying,William Faulkner,32.66357777,-96.88225377,Mobile,University,0
172.217.12.170-10.42.0.211-443-34778-6,Male,19,The Girl Who Played With Fire,Stieg Larsson,33.47402333,-81.99747648,Mobile,College,0
222.73.28.96-10.42.0.42-80-43360-6,Male,21,Where the Red Fern Grows,Wilson Rawls,32.04610888,-84.23015286,Mobile,University,0
10.42.0.211-54.192.37.11-41383-443-6,Female,17,Le Morte D'Arthur,Thomas Malory,13.48615715,144.8431452,Mobile,School,1
10.42.0.1-10.42.0.42-53-49974-17,Female,17,Mockingjay,Suzanne Collins,13.46502014,144.7469775,Mobile,School,1
216.58.219.202-10.42.0.151-443-39807-6,Female,17,The Pillars of the Earth,Ken Follett,34.20751459,-87.05357996,Mobile,School,1
10.42.0.42-108.168.176.239-49541-443-6,Male,17,Persian Letters,Montesquieu,13.47108618,144.7935676,Mobile,School,1
192.229.173.173-10.42.0.211-80-44239-6,Female,17,The Client,John Grisham,13.46119538,144.7539456,Mobile,School,1
172.217.10.45-10.42.0.151-443-47682-6,Male,17,Sula,Toni Morrison,13.5345639,144.894638,Mobile,School,0
10.42.0.211-10.42.0.1-45549-53-17,Male,21,Tales of a Fourth Grade Nothing,Judy Blume,13.56785124,144.8487931,Computer,University,1
172.217.10.42-10.42.0.42-443-51946-6,Male,17,The Merry Adventures of Robin Hood of Great Renown In Nottinghamshire,Howard Pyle,13.50966666,144.8247139,Mobile,School,0
10.42.0.211-10.42.0.1-14963-53-17,Female,19,Tortilla Flat,John Steinbeck,13.51805597,144.8270756,Mobile,College,0
10.42.0.211-106.11.15.99-42945-443-6,Male,21,"Look Homeward, Angel",Thomas Wolfe,43.85236808,-92.49280811,Mobile,University,0
216.58.219.234-10.42.0.42-443-52150-6,Female,17,The Mystery of Edwin Drood,Charles Dickens,13.50245488,144.7816336,Mobile,School,1
10.42.0.1-10.42.0.42-53-2239-17,Male,17,Brideshead Revisited,Evelyn Waugh,13.27244975,144.6731969,Mobile,School,0
172.217.12.170-10.42.0.211-443-37774-6,Male,17,The Pelican Brief,John Grisham,13.58340916,144.882436,Mobile,School,1
10.42.0.151-31.13.80.5-45356-443-6,Female,17,Atonement,Ian McEwan,13.470499,144.8082117,Computer,School,0
172.217.3.99-10.42.0.151-443-35053-6,Female,21,Washington Square,Henry James,32.40858279,-111.020694,Mobile,University,1
172.217.10.131-10.42.0.42-443-55775-6,Female,19,Like Water for Chocolate,Laura Esquivel,13.35420994,144.7586738,Mobile,College,0
208.80.154.224-10.42.0.151-443-41258-6,Male,17,The Golden Compass,Philip Pullman,31.95913118,-110.9736526,Mobile,School,1
10.42.0.151-10.42.0.1-64503-53-17,Female,21,The Secret Life of Bees,Sue Monk Kidd,13.49985686,144.782191,Mobile,University,1
180.163.15.184-10.42.0.211-80-38676-6,Male,19,The Fault In Our Stars,John Green,13.46540253,144.8017007,Mobile,College,0
10.42.0.211-119.146.74.34-36915-80-6,Male,19,Nostromo,Joseph Conrad,33.43417194,-111.6741698,Computer,College,1
10.42.0.211-72.247.70.190-47937-80-6,Male,17,Finnegans Wake,James Joyce,13.5349775,144.8322055,Mobile,School,0
10.42.0.211-23.203.49.224-37287-443-6,Female,19,The Brethren,John Grisham,33.39147505,-111.5625235,Mobile,College,0
10.42.0.151-104.88.89.135-45394-443-6,Male,21,Coraline,Neil Gaiman,36.31489452,-93.01761724,Mobile,University,1
10.42.0.211-66.198.24.250-49700-80-6,Male,21,Heart of Darkness,Joseph Conrad,34.12318865,-88.71388254,Mobile,University,1
